  R(mm),x(-),
  0.5400E-06,  0.5093E+00,
  0.5500E-06,  0.5029E+00,
  0.5600E-06,  0.4964E+00,
  0.5700E-06,  0.4899E+00,
  0.5800E-06,  0.4832E+00,
  0.5900E-06,  0.4766E+00,
  0.6000E-06,  0.4699E+00,
  0.6100E-06,  0.4631E+00,
  0.6200E-06,  0.4563E+00,
  0.6300E-06,  0.4495E+00,
  0.6400E-06,  0.4426E+00,
  0.6500E-06,  0.4357E+00,
  0.6600E-06,  0.4287E+00,
  0.6700E-06,  0.4218E+00,
  0.6800E-06,  0.4148E+00,
  0.6900E-06,  0.4078E+00,
  0.7000E-06,  0.4008E+00,
  0.7100E-06,  0.3938E+00,
  0.7200E-06,  0.3867E+00,
  0.7300E-06,  0.3797E+00,
  0.7400E-06,  0.3727E+00,
  0.7500E-06,  0.3657E+00,
  0.7600E-06,  0.3587E+00,
  0.7700E-06,  0.3517E+00,
  0.7800E-06,  0.3447E+00,
  0.7900E-06,  0.3377E+00,
  0.8000E-06,  0.3308E+00,
  0.8100E-06,  0.3239E+00,
  0.8200E-06,  0.3170E+00,
  0.8300E-06,  0.3102E+00,
  0.8400E-06,  0.3034E+00,
  0.8500E-06,  0.2966E+00,
  0.8600E-06,  0.2899E+00,
  0.8700E-06,  0.2832E+00,
  0.8800E-06,  0.2766E+00,
  0.8900E-06,  0.2700E+00,
  0.9000E-06,  0.2635E+00,
  0.9100E-06,  0.2570E+00,
  0.9200E-06,  0.2506E+00,
  0.9300E-06,  0.2443E+00,
  0.9400E-06,  0.2381E+00,
  0.9500E-06,  0.2319E+00,
  0.9600E-06,  0.2258E+00,
  0.9700E-06,  0.2197E+00,
  0.9800E-06,  0.2138E+00,
  0.9900E-06,  0.2079E+00,
  0.1000E-05,  0.2021E+00,
  0.1010E-05,  0.1964E+00,
  0.1020E-05,  0.1907E+00,
  0.1030E-05,  0.1852E+00,
  0.1040E-05,  0.1797E+00,
  0.1050E-05,  0.1743E+00,
  0.1060E-05,  0.1691E+00,
  0.1070E-05,  0.1639E+00,
  0.1080E-05,  0.1588E+00,
  0.1090E-05,  0.1538E+00,
  0.1100E-05,  0.1489E+00,
  0.1110E-05,  0.1441E+00,
  0.1120E-05,  0.1393E+00,
  0.1130E-05,  0.1347E+00,
  0.1140E-05,  0.1302E+00,
  0.1150E-05,  0.1258E+00,
  0.1160E-05,  0.1215E+00,
  0.1170E-05,  0.1172E+00,
  0.1180E-05,  0.1131E+00,
  0.1190E-05,  0.1091E+00,
  0.1200E-05,  0.1051E+00,
  0.1210E-05,  0.1013E+00,
  0.1220E-05,  0.9756E-01,
  0.1230E-05,  0.9392E-01,
  0.1240E-05,  0.9037E-01,
  0.1250E-05,  0.8692E-01,
  0.1260E-05,  0.8356E-01,
  0.1270E-05,  0.8029E-01,
  0.1280E-05,  0.7712E-01,
  0.1290E-05,  0.7404E-01,
  0.1300E-05,  0.7105E-01,
  0.1310E-05,  0.6815E-01,
  0.1320E-05,  0.6534E-01,
  0.1330E-05,  0.6261E-01,
  0.1340E-05,  0.5997E-01,
  0.1350E-05,  0.5742E-01,
  0.1360E-05,  0.5495E-01,
  0.1370E-05,  0.5256E-01,
  0.1380E-05,  0.5025E-01,
  0.1390E-05,  0.4802E-01,
  0.1400E-05,  0.4587E-01,
  0.1410E-05,  0.4379E-01,
  0.1420E-05,  0.4179E-01,
  0.1430E-05,  0.3986E-01,
  0.1440E-05,  0.3800E-01,
  0.1450E-05,  0.3621E-01,
  0.1460E-05,  0.3449E-01,
  0.1470E-05,  0.3284E-01,
  0.1480E-05,  0.3124E-01,
  0.1490E-05,  0.2972E-01,
  0.1500E-05,  0.2825E-01,
  0.1510E-05,  0.2684E-01,
  0.1520E-05,  0.2549E-01,
  0.1530E-05,  0.2420E-01,
  0.1540E-05,  0.2296E-01,
  0.1550E-05,  0.2177E-01,
  0.1560E-05,  0.2063E-01,
  0.1570E-05,  0.1955E-01,
  0.1580E-05,  0.1851E-01,
  0.1590E-05,  0.1752E-01,
  0.1600E-05,  0.1657E-01,
  0.1610E-05,  0.1567E-01,
  0.1620E-05,  0.1481E-01,
  0.1630E-05,  0.1399E-01,
  0.1640E-05,  0.1321E-01,
  0.1650E-05,  0.1246E-01,
  0.1660E-05,  0.1175E-01,
  0.1670E-05,  0.1108E-01,
  0.1680E-05,  0.1044E-01,
  0.1690E-05,  0.9830E-02,
  0.1700E-05,  0.9253E-02,
  0.1710E-05,  0.8705E-02,
  0.1720E-05,  0.8185E-02,
  0.1730E-05,  0.7693E-02,
  0.1740E-05,  0.7226E-02,
  0.1750E-05,  0.6784E-02,
  0.1760E-05,  0.6366E-02,
  0.1770E-05,  0.5971E-02,
  0.1780E-05,  0.5597E-02,
  0.1790E-05,  0.5244E-02,
  0.1800E-05,  0.4911E-02,
  0.1810E-05,  0.4597E-02,
  0.1820E-05,  0.4300E-02,
  0.1830E-05,  0.4021E-02,
  0.1840E-05,  0.3757E-02,
  0.1850E-05,  0.3510E-02,
  0.1860E-05,  0.3276E-02,
  0.1870E-05,  0.3057E-02,
  0.1880E-05,  0.2851E-02,
  0.1890E-05,  0.2657E-02,
  0.1900E-05,  0.2476E-02,
  0.1910E-05,  0.2305E-02,
  0.1920E-05,  0.2145E-02,
  0.1930E-05,  0.1995E-02,
  0.1940E-05,  0.1855E-02,
  0.1950E-05,  0.1724E-02,
  0.1960E-05,  0.1601E-02,
  0.1970E-05,  0.1486E-02,
  0.1980E-05,  0.1378E-02,
  0.1990E-05,  0.1278E-02,
