  R(mm),x(-),
  0.1700E-05,  0.7891E-04,
  0.1710E-05,  0.6500E-04,
  0.1720E-05,  0.5343E-04,
  0.1730E-05,  0.4382E-04,
  0.1740E-05,  0.3586E-04,
  0.1750E-05,  0.2928E-04,
  0.1760E-05,  0.2386E-04,
  0.1770E-05,  0.1940E-04,
  0.1780E-05,  0.1574E-04,
  0.1790E-05,  0.1274E-04,
  0.1800E-05,  0.1029E-04,
  0.1810E-05,  0.8293E-05,
  0.1820E-05,  0.6669E-05,
  0.1830E-05,  0.5352E-05,
  0.1840E-05,  0.4285E-05,
  0.1850E-05,  0.3424E-05,
  0.1860E-05,  0.2729E-05,
  0.1870E-05,  0.2171E-05,
  0.1880E-05,  0.1723E-05,
  0.1890E-05,  0.1365E-05,
  0.1900E-05,  0.1079E-05,
  0.1910E-05,  0.8507E-06,
  0.1920E-05,  0.6693E-06,
  0.1930E-05,  0.5255E-06,
  0.1940E-05,  0.4117E-06,
  0.1950E-05,  0.3219E-06,
  0.1960E-05,  0.2511E-06,
  0.1970E-05,  0.1954E-06,
  0.1980E-05,  0.1518E-06,
  0.1990E-05,  0.1176E-06,
