  R(mm),x(-),
  0.1340E-05,  0.4486E-01,
  0.1350E-05,  0.4184E-01,
  0.1360E-05,  0.3897E-01,
  0.1370E-05,  0.3627E-01,
  0.1380E-05,  0.3373E-01,
  0.1390E-05,  0.3133E-01,
  0.1400E-05,  0.2907E-01,
  0.1410E-05,  0.2695E-01,
  0.1420E-05,  0.2496E-01,
  0.1430E-05,  0.2309E-01,
  0.1440E-05,  0.2134E-01,
  0.1450E-05,  0.1970E-01,
  0.1460E-05,  0.1817E-01,
  0.1470E-05,  0.1674E-01,
  0.1480E-05,  0.1541E-01,
  0.1490E-05,  0.1417E-01,
  0.1500E-05,  0.1302E-01,
  0.1510E-05,  0.1195E-01,
  0.1520E-05,  0.1095E-01,
  0.1530E-05,  0.1003E-01,
  0.1540E-05,  0.9176E-02,
  0.1550E-05,  0.8386E-02,
  0.1560E-05,  0.7655E-02,
  0.1570E-05,  0.6982E-02,
  0.1580E-05,  0.6361E-02,
  0.1590E-05,  0.5789E-02,
  0.1600E-05,  0.5263E-02,
  0.1610E-05,  0.4780E-02,
  0.1620E-05,  0.4336E-02,
  0.1630E-05,  0.3930E-02,
  0.1640E-05,  0.3558E-02,
  0.1650E-05,  0.3218E-02,
  0.1660E-05,  0.2907E-02,
  0.1670E-05,  0.2623E-02,
  0.1680E-05,  0.2365E-02,
  0.1690E-05,  0.2130E-02,
  0.1700E-05,  0.1916E-02,
  0.1710E-05,  0.1722E-02,
  0.1720E-05,  0.1546E-02,
  0.1730E-05,  0.1386E-02,
  0.1740E-05,  0.1241E-02,
  0.1750E-05,  0.1111E-02,
  0.1760E-05,  0.9930E-03,
  0.1770E-05,  0.8866E-03,
  0.1780E-05,  0.7908E-03,
  0.1790E-05,  0.7046E-03,
  0.1800E-05,  0.6271E-03,
  0.1810E-05,  0.5575E-03,
  0.1820E-05,  0.4951E-03,
  0.1830E-05,  0.4392E-03,
  0.1840E-05,  0.3892E-03,
  0.1850E-05,  0.3445E-03,
  0.1860E-05,  0.3047E-03,
  0.1870E-05,  0.2691E-03,
  0.1880E-05,  0.2374E-03,
  0.1890E-05,  0.2093E-03,
  0.1900E-05,  0.1842E-03,
  0.1910E-05,  0.1620E-03,
  0.1920E-05,  0.1423E-03,
  0.1930E-05,  0.1249E-03,
  0.1940E-05,  0.1095E-03,
  0.1950E-05,  0.9588E-04,
  0.1960E-05,  0.8386E-04,
  0.1970E-05,  0.7327E-04,
  0.1980E-05,  0.6395E-04,
  0.1990E-05,  0.5575E-04,
